,review,sentiment
562,wifi hit miss huge deal great,0
563,room warm aircon cool room bathroom small toilet low,0
564,no neg,0
565,no water drink spa area room small side compar advertis twin room kettl plug dangl obviou plug,0
566,no neg,0
567,breakfast use includ better select ie smoke salmon fruit select champagn now english breakfast mean cost pricey pound wait staff friendli ask coffe pass tabl sever time,0
568,the bathroom tini work much shower good unless small imposs dri oneself bedroom there lack of plug socket bedroom bar area soulless,0
569,no neg,0
570,room small would prefer one overlook garden instead front door flag pole noisi,0
571,my room fourth floor narrow window top wall partli block roof decor room boxi close feel,0
572,bathroom ar small but everyth need they also spotless,0
573,serv coffe breakfast logist problem pleas give peopl tip ask pot fill coffe abl serv accept frequenc now everi cup depend staff alway avail alway coffe focuss notic lack java distribut one cup time,0
574,noth,0
575,no neg,0
576,noth,0
577,abov good locat,0
578,bathroom bit small,0
579,room bit small bit warm way lower heat closet smell happi put cloth,0
580,breakfast disappoint egg dri insid cook order hot dish vegetarian,0
581,thing chang slightli new manag sparkl wine breakfast chees select reduc nesepresso small chang nice touch lack,0
582,breakfast littl disorganis staff littl inattent decent select howev food,0
583,park handi safe quit expens,0
584,the bathroom tini pillow bit lumpi noth terribl,0
585,shower head littl unpredict term direct,0
586,noth could better it perfect,0
587,cook breakfast imagin too small plate can cook egg room big i hope exec room king size bed,0
588,the room warm cool use dute heat season the hotel still use famou breakfast market that almost fraud the breakfast nearli use it okay reason come the locat still reason,0
589,room hot window open noisi revel close window,0
590,noth,0
591,sofa room quit uncomfort leav ach back,0
592,the bathroom quit small tub,0
593,wifi work room shame big busi citi like london dont provid proper wifi had work toilet signal,0
594,the bad thing i tell teh hotel room littl bit small not much space move,0
595,room cold warm air heat struggl keep cold spell london thermostat control imposs understand the hotel clearli problem get clean staff work saturday our room readi time have said staff quick find altern room albeit cold one,0
596,doubl glaze window would kept cold nois outsid but london old hotel,0
597,insuffici uk power point coupl busi without request uk adaptor breakfast reason choic number item cool instead hot gym could updat room littl compact,0
598,date room room state bath shower date hotel room bar trendi set recept staff care book captiv,0
599,no neg,0
600,veri definit breakfast fruit select limit veri littl input staff mani star hotel bring coffe tea tabl the fri egg dri ined they clearli long replenish the outlook garden love,0
601,the room person big and anoth bad surpris book hotel made reserv breakfast arriv hotel breakfast inclus,0
602,bathrrom quit cramp breakfast ok outstand fruit,0
603,no neg,0
604,my thing i would say food even choic limit i fussi eater see anyth i like howev breakfast love,0
605,the sauna facil locat room massag tabl exercis bike littl compact restrict chang facil,0
606,noth,0
607,thin wall hear everyth hallway i would definit avoid room right next across elev realli hear peopl pass,0
608,worst night sleep long long time pillow aw gave bad neck couldn turn heat i bare slept due hot bathroom absolut stifl,0
609,first night stay hot air condit turn throughout hotel request fan room receiv one,0
610,front room breakfast staff woman rude us the scrambl egg tast good veri butteri wateri,0
611,noth could better thi one best hotel i stay attent detail,0
612,no neg,0
613,a littl cold room seem older heat system need switch warm room welcom room feel cold go,0
614,room small smell come shower drain sugar replenish first night constant nois ac unit time got hot breakfast cold,0
615,room hot even air con full heat right,0
616,no neg,0
617,bed room appal need replac to compound staff awar problem mean i first complain,0
618,old build furnish sound travel top floor bathroom small,0
619,thin wall terribl night sleep door bang water run help luggag offer dine room breakfast far warm comfort recept staff morn offer get taxi ask specif order write book com impli yard olympia,0
620,bed hard pillow horribl ac work well extrem hot even though maximum slow wifi wouldn recommend,0
621,the bathroom far small execut room the key room work properli,0
622,breakfast time could start earlier mon friday allow travel time get citi centr work room upgrad promot recept book hotel staff wi fi speed extrem slow the bar price need line high street price attract guest pint larger littl extrem,0
623,new manag mean small luxuri made hotel special disappear sure retain rate long,0
624,didn realis book car park due limit space avail we lucki space book futur,0
625,noth,0
626,no neg,0
627,unfortun constant tap nois room come within bathroom the hairdryer work found morn i check time anyth,0
628,lower ground floor room basement basic next offic directli opposit servic lift meant lot pass nois window view stairway fire escap lack privaci curtain open,0
629,the hotel nice facil poor bed felt like ikea the gym joke hotel bar know make simpl cocktail,0
630,the room hot despit fact turn thermostat,0
631,room could bit bigger design decor date,0
632,noth,0
633,no neg,0
634,noth realli import,0
635,no neg,0
636,room tini liter next lift built behind cupboard you hear clearli everi time someon use definit ask room away one there annoy fairli loud nois randomli kick time day guess air condit frustrat alreadi lift make nois cupboard the pillow far soft head sink comfort,0
637,no neg,0
638,bit petti import extra socket near bed charg phone comput one night light,0
639,thi sixth visit k k hotel georg i brought time whole famili told everybodi would sparkl wine breakfast there sparkl wine anymor wich made us unhappi,0
640,no neg,0
641,the room small warm even air condit it situat besid lift even though i request quiet room the bathroom even smaller,0
642,room littl small side though perfect one person food room servic could littl interest good coffe though,0
643,room adjac staircas th fnloor sound like staff use earli hour pre breakfast,0
644,small room,0
645,english breakfast good littl cold howev cater lot differ nation english plenti choic,0
646,the room littl bit small but coupl enough london spend time outsid hotel ok there air condit room work it warm room open window get cold air januari,0
647,bathroom toilet small fairli usual london hotel,0
648,no neg,0
649,i fill request form reserv park place although site say reserv need on arriv reserv park place i made request lousi wifi th floor clean room complain told us maid gone home,0
650,smallish room water pressur shower could better,0
651,prior book hotel assum disabl facil arriv disabl facil made stay uncomfort stay,0
652,the standard room realli small offer upgrad us bigger room we realli appreci go spend day hotel but even bigger room big howev realiz case nearli london hotel the room central heat it decemb peopl like us accustom warmer climat room realli cold when told suppli electr radiat us heat room bathroom still cold as london central hotel hotel also valu money if say munich milan definit would half price,0
653,onli one luft oper peak season singl room quit small doubl room look larger,0
654,see tangent,0
655,i book night wrong date cancel rebook next night the book made within hour stay cancel process when i arriv insist i pay cancel book i walk away thought i could resolv they rude steadfast insist i pay cancel night i contact book com help resolv situat book com help recogn i made mistak book wrong night contact hotel resolv issu the hotel blankli refus not nice peopl i would never stay,0
656,we promis room we left six day came back offer us room lobbi elev there divis doubl bed singl bed i insist give us anoth room the manag want go way even though i insist i final said i would write letter she gave us doubl singl higher floor,0
657,breakfast best choic although still good time bare warm felt like leftov,0
658,spite environment friendli polici towel exchang nd day although drop floor unnecessari wast resourc,0
659,it kind far typic tourist attract although within reach singl tube ride,0
660,didn feel execut room anyth amaz bathrob larger bed room gener small had queue breakfast morn could provid tea coffe wait wait minut too warm,0
661,no neg,0
662,on previou visit i book car park space key decis stay hotel when i arriv denial i made book thi resolv eventu receptionist i made book came waffl hotel receiv book th dec day origin stay howev book made book com th dec one way anoth someon cock i blame failur commun poor show,0
663,no neg,0
664,the websit mislead properti look littl tire feel claustrophob the park charg full websit higher mobil websit demonstr lack attent detail the bathroom tini,0
665,room small bathroom small breakfast room small peopl queue everi morn coffe tea standard breakfast buffet good,0
666,base shower bit slipperi stain,0
667,park requir degre physic accomplish space tight better noth u guess,0
668,have paid upgrad disappoint bowl fruit room plate slice need remind have paid execut room expect execut servic told tabl avail breakfast they told us would wait need tabl they know room could given us prioriti upgrad went hot breakfast on first day cook food cold egg bacon bean recept need speak firm use taxi station we told minut liverpool street took one hour five minut prepaid ticket train could afford miss we run catch train skin teeth would expens miss pay day the fare quot charg taxi driver said way could got minut i email hotel manag comment give posit feedback far acknowledg repli veri disappoint overal,0
669,attic room window high see bathroom although clean date bit mixer tap work shower water either scald tepid i realis still happen london,0
670,the hotel arrang taxi take us station fix price privat firm london black cab although driver pleasant got us station time car absolut stank cigarett smoke not pleasant,0
671,one staff recept even appar issu rude wife the rest staff pleasant help,0
672,we ventil bathroom,0
673,the bed quit small room we ask complimentari coffe somewher inform room it hidden cupboard,0
674,noth,0
675,bit hiccup room given first open door smell smoke bad move us room love,0
676,small room tidi room insol perfect could hear peopl room next,0
677,room bathroom far hot even bedroom window open hot,0
678,noth it perfect,0
679,the first room king size bed got incred loud floorboard bath switch room twin suit much satisfactori the view mani compliment rather underwhelm fifth floor,0
680,it hotel need littl updat continent breakfast buffet ok hot entre sometim warm often select gone faster help could replac printer comput inoper day stay room wi fi,0
681,no bad experi,0
682,no neg,0
683,veri expens would stay except meet us famili hotel i trod sharp debri initi thought glass turn shard plastic probabl pen room carpet i stood i got bed staff brought hoover clean found morn show room properli clean unabl open window stiff high tri stand chair room tini good valu money,0
684,park issu spend time ask around hotel space breakfast quit comprehens get quick miss item breakfast tea brand savour left sip some guest also left item uncov e g chees select fli enjoy there timid fox garden although love see small children particular risk mobil coverag seem poor wifi allevi issu extent,0
685,no neg,0
686,the room rel small,0
687,no neg,0
688,the bed soft,0
689,never chang use cup,0
690,the dish i choos bistro cook tuna,0
691,no neg,0
692,breakfast buffet egg terribl,0
693,room could littl larger,0
694,restaur bar staff atttent,0
695,noth,0
696,noth,0
697,air condit noisi,0
698,no neg,0
699,charg water mini bar,0
700,curtain close properli look bit worn,0
701,i got room lower ground floor cold,0
702,no neg,0
703,room tire definit overpr won stay,0
704,room quit old still maintain good condit,0
705,breakfast limit select buffet,0
706,no neg,0
707,noth,0
708,noth,0
709,the heater work room cold even portabl heater,0
710,breakfast suck everi aspect varieti qualiti servic poor poor poor,0
711,noth complain,0
712,disabl access,0
713,no neg,0
714,small room bath bed,0
715,breakfast ok apart bacon terribl,0
716,n,0
717,the room tini reason would stay,0
718,no neg,0
719,no neg,0
720,no neg,0
721,much nois room difficult sleep,0
722,nooth tv in bar is good idea,0
723,good,0
724,special treatment regular guest,0
725,got settl underground floor without preliminari notic,0
726,did like fact share room mous,0
727,no neg,0
728,no neg,0
729,key room system open door water shower kept chang temperatur constantli,0
730,noth,0
731,,0
732,no neg,0
733,no neg,0
734,no neg,0
735,no neg,0
736,the breakfast,0
737,bar drink silli price,0
738,no neg,0
739,rather noisi night parti inhous extern factor,0
740,be basement,0
741,no neg,0
742,the breakfast longer except it use drawcard quit ordinari,0
743,door key complic,0
744,no neg,0
745,bed soft,0
746,no neg,0
747,small room,0
748,no neg,0
749,standard doubl room quit small standard high,0
750,veri tight bathroom big guy,0
751,no neg,0
752,tv work stay due chang provid,0
753,bathroom small,0
754,fire alarm went morn row earmi interrupt sleep,0
755,no neg,0
756,littl room,0
757,no neg,0
758,not clean die fli curtain,0
759,small room broken tv,0
760,no neg,0
761,no neg,0
762,no neg,0
763,the bread breakfast fresh i thought have said rang choic excel,0
764,small room,0
765,the room small,0
766,the price coffe,0
767,no neg,0
768,none,0
769,our room strang smell,0
770,no neg,0
771,espresso coffe machin room miss,0
772,noth,0
773,recept staff disinterest room basic hot despit air con,0
774,no neg,0
775,no neg,0
776,noth,0
777,no neg,0
778,no neg,0
779,no neg,0
780,rather expens,0
781,no neg,0
782,room cor small room toilet,0
783,bathroom small,0
784,the room small,0
785,i order aroom second third floor got ground also orderd execut room got standard,0
786,room small,0
787,noth,0
788,bathroom tini bar staff snooti,0
789,the a c keep room cool would like,0
790,no free internet cost stay b b give free internet,0
791,no neg,0
792,i book breakfast rather expens,0
793,noth pleasant stay,0
794,no neg,0
795,the bathroom littl snug two peopl time,0
796,small room small bathroom high level window meant outlook,0
797,toilet small,0
798,room small,0
799,no neg,0
800,the bed slightli hard,0
801,the bathroom extrem small,0
802,difficult find anyth like,0
803,no neg,0
804,no neg,0
805,no neg,0
806,would love hear english accent recept desk,0
807,facil bathroom small,0
808,the bed comfort,0
809,no neg,0
810,bathroom way small veri small elev,0
811,no neg,0
812,no neg,0
813,n a,0
814,veri noisi room basement could hear peopl talk move around,0
815,no neg,0
816,no neg,0
817,veri small i mean small bathroom veri expens buffet breakfast ahead,0
818,air condit poor,0
819,room bathroom small,0
820,no neg,0
821,n,0
822,don like neg,0
823,noth,0
824,it got bright earli morn blackout blind would nice,0
825,no neg,0
826,struggl arrang mpv time transport paddington,0
827,room tini bed pillow uncomfort,0
828,basement room alloc view non exist,0
829,thin wall could hear tv next door quit loudli enough complain,0
830,room bit warm,0
831,the carpet aircondition,0
832,noth,0
833,no neg,0
834,we order room adult the room person room horribel extra bed not made adult caus pain night,0
835,room small,0
836,floorcarpet alittl bit worn dusti,0
837,larger room go happen,0
838,noth,0
839,expens meal,0
840,dislik anyth,0
841,breakfast cook cold,0
842,no neg,0
843,the key system room lock outdat room ventil poor time,0
844,no neg,0
845,wifi slow room choic breakfast everyday,0
846,no neg,0
847,execut room need updat bathroom bath small locat far theatr,0
848,no neg,0
849,no neg,0
850,no neg,0
851,tripl room poor adult,0
852,heat easili control coffe breakfast appal breakfast overpr soundproof poor,0
853,noth,0
854,no neg,0
855,need full upgrad modern star,0
856,lack iron board ask one,0
857,the staircas entranc inconveni huge luggag n suitabl elderli,0
858,no neg,0
859,noth,0
860,the room bit small anyway london,0
861,hotel need upgrad,0
862,heat system room work properli no blanket avail,0
863,room small side,0
864,no neg,0
865,person choic memori foam mattress,0
866,tripl room smaller advertis pictur net,0
867,noth,0
868,servic restaur aw,0
869,bath,0
870,no neg,0
871,room bit small,0
872,no neg,0
873,breakfast servic coffe unsatisfactori,0
874,not enough light room lamp,0
875,the price charg pound per night park,0
876,the room small,0
877,no neg,0
878,no neg,0
879,no neg,0
880,no neg,0
881,no neg,0
882,lift shaft next room made bang nois night,0
883,bedroom warm,0
884,no wifi room,0
885,veri disappoint remov earli morn complimentari coffe water lobbi it nice touch,0
886,no neg,0
887,veri small room,0
888,n a,0
889,room hot sleep,0
890,breakfast choic better,0
891,breakfast averag staff seem bit grumpi particularli help,0
892,staff could friendli,0
893,no neg,0
894,no neg,0
895,wa put hold forev tri phone recept desk,0
896,upgrad execut king size room execut room opinion veri basic appear suit busi client,0
897,no neg,0
898,no neg,0
899,no neg,0
900,love,0
901,staff attitud guid tourist could better,0
902,no neg,0
903,no neg,0
904,no neg,0
905,water temperatur quit low on nd floor room morn particular,0
906,noth realli room bit small london,0
907,no neg,0
908,no neg,0
909,noth,0
910,breakfast quit good use it use set hotel apart competitor,0
911,dure previou stay nice glass champagn breakfast buffet we miss time,0
912,toilet small bit cramp put cosmet bag space,0
913,no neg,0
914,noth,0
915,noth top qualiti,0
916,no neg,0
917,no neg,0
918,bigger room would nicer,0
919,room small smelt badli stale cigarett smoke,0
920,charg breakfast book told us includ,0
921,not applic everyth fine,0
922,no neg,0
923,room tini,0
924,no neg,0
925,no neg,0
926,no neg,0
927,no neg,0
928,replac carpet hallway room pleas,0
929,no neg,0
930,no neg,0
931,the room small famili kid space move,0
932,wifi alway london bit pain due lower unstabl bitrat,0
933,no neg,0
934,no neg,0
935,no neg,0
936,no neg,0
937,room touch small complain co good valu,0
938,no neg,0
939,bathroom tini shower trickl water,0
940,no neg,0
941,no neg,0
942,there noth like,0
943,no neg,0
944,no neg,0
945,no neg,0
946,noth,0
947,no spare blanket woke cold due sudden temperatur drop,0
948,no neg,0
949,no neg,0
950,no neg,0
951,no neg,0
952,no neg,0
953,no neg,0
954,singl bed push togeth accept per night room tini date decor,0
955,matress comfort bathroom small even i king execut room,0
956,no neg,0
957,room bit small price,0
958,noth,0
959,locat,0
960,bathroom tini terribl lay,0
961,no neg,0
962,wa v happi neg,0
963,small room,0
964,no neg,0
965,no neg,0
966,no neg,0
967,small bathroom,0
968,no neg,0
969,the room bit old,0
970,no neg,0
971,difficult locat phone contact recept lack toilet itinerari difficult locat,0
972,air con great,0
973,not fan breakfast honest egg quit wateri also buy breakfast advanc good arriv give voucher i would annoy i paid full price advanc person next got better deal,0
974,no park site we park mile away expens park friday sunday cost although reason london standard ad expens weekend away perhap hotel could workout concess local car park restaur expens given qualiti food,0
975,no neg,0
976,we charg room servic i spoke hotel yesterday said would remov charg issu amend invoic email confirm charg remov thi done,0
977,it would help hotel could provid detail info get hotel subway station custom shld look green eleph doorway otherwis realli difficult find entranc hotel,0
978,everi thing excel apart room servic food never came woken staff walk room when i mention recept check seam bother,0
979,no problem,0
980,no neg,0
981,no neg,0
982,not lot put section if i go picki i say food menu averag still palat e bad wine list could improv,0
983,meal plain no extra garnish restaur staff seem knowledg cold croissant breakfast,0
984,no toothbrush provid,0
985,noth,0
986,the shower flood bathroom hallway seal shower door plug bath sink drain sue clog hair book via book com initi said breakfast includ howev actual end cost extra pound two peopl breakfast minim consist one sausag spoon bean bacon tomato small black pud much select chees etc coupl bit,0
987,the wi fi rather terribl my husband abl get work phone work mine and sinc i get intern plan phone trip i reli wi fi commun london thank locat around citi i could connect wi fi,0
988,the thing i fault pillow thick option thinner differ pillow,0
989,they park easi park avail nearbi,0
990,the staff quit annoy could discreet enter room without invit the view hotel quit uninspir,0
991,no neg,0
992,breakfast buffet continent ok noth ordinari a la cart also possibl tri,0
993,more seat bar area would good also trek use toilet,0
994,no neg,0
995,no neg,0
996,the cleaner knock door ideal we check day need clean room be fussi dress gown towel huge soft,0
997,thi second time hotel first time i book basic room pleasantli surpris spacious room i given thi time i opt upgrad expens room surpris much smaller room i stay it might i given free upgrad first time,0
998,go famili two room hire reserv alloc us two differ build they even unabl alloc us differ floor build,0
999,some complimentari item food room miss empti box minibar,0
1000,a littl milk mayb i drink lot tea i given littl jug milk i ask,0
1001,the air condit rattl night rather noisi room lot smaller previou trip expens a lot better valu money hotel,0
1002,noth fantast job,0
1003,the room dark warm after shave i got plane realiz i miss half face the bathroom mirror place right top toilet bowl absolut disgust anoth design flaw move toilet seat order flush toilet the bedroom window paint shut made aw stuffi hot unbear room it difficult bad smell escap sinc ventil room the walkway outsid hotel room stank chemic hallway look soulless like student dormitori one pay much money low standard hotel even includ breakfast the staff anywher els britain help make british experi better,0
1004,if pick one thing would pillow bit soft everyon differ liter could find fault anyth,0
1005,locat fine i need could find find littl away center covent garden depend look underground min walk either direct,0
1006,at outsid front entranc hotel larg carpet area extrem wet due weather spoil love entranc otherwis great hotel,0
1007,we felt price breakfast much would ad anoth price stay,0
1008,the room look straight onto offic window littl obtrus but understand i pay view,0
1009,bath tub good water fall pipe get lid,0
1010,not quit top notch qualiti coupl year ago although still good hotel age slowli start show carpet come loos hallway wall socket eu compat small thing like bottl open room broken nice littl bose speaker old iphon connector,0
1011,no neg,0
1012,breakfast good quit expens particularli compar price breakfast go fleet street,0
1013,servic also would given reduct breakfast price could book had th birthday stay the hotel knew made acknowledg even extra packet biscuit spent two thousand pound room felt short chang,0
1014,my son famili stay two night ident room he book directli apex got full breakfast includ room price i paid book via book com cost almost extra breakfast even i negoti bit discount refer comparison,0
1015,everyth genuin perfect,0
1016,noth our second stay hotel hotel much green band experienc discern hotel visitor,0
1017,bose sound system blue tooth still iphon adapt advertis sky movi pin protect i sure could contact recept gain code,0
1018,it took littl longer expect room servic clear outsid room but ultra fussi wasnt left insid room,0
1019,realli realli cheap furnish seat possibl except one offic chair room noth comfort minimalist furnish would ok way feel home glad i book one night tri new place sinc i frequent travel london search place closer offic fleetstreet,0
1020,the breakfast system complic need look it would save staff lot time tri explain work our parti six chose thing menu advis one told us continent breakfast would charg coffe tea even though breakfast expens anyway it caus bad atmospher breakfast could avoid make menu easier save hassl complaint custom the food breakfast good shame spoil good rate,0
1021,no neg,0
1022,servic bar wait quit long get serv even tough guest bar varieti buffet littl poor continent breakfast,0
1023,no neg,0
1024,a coupl time staff miss replac shampoo bottl human,0
1025,room small side king expens wednesday thursday night first night pillow like rock request chang got one soft one slab third night manag find soft pillow bed comfort not enough hanger cupboard peopl stay night room temperatur control go lower c seem revert c room key taken bar price high side,0
1026,lower check desk shorter disabl jellybean pringl miss onli one duck peopl automat door peopl mobil issu wheelchair user didn get room i book,0
1027,the end bath vertic look pretti comfort relax soak long day i awar i fussi bath,0
1028,no neg,0
1029,a bit mean tea coffe milk room,0
1030,tray charg expens put us order food smart tv seem work well none issu detract comfort enjoy stay,0
1031,we got room disappoint view look right balconi room room balconi especi summer much privaci locat templ central still i would chose anoth central locat next time i london weekend templ seem bit desert,0
1032,the hair dryer use bathroom i understand but plug room closer mirror least larger hair dryer electr cord becaus i could see mirror whilst i dri hair so basic hotel option larger hair dryer electr cord electr plug closer mirror mirror side tv anoth small comment shower mat dessapear second night i guess mistak remov replac,0
1033,can think anyth could improv,0
1034,the fire alarm went middl night bit disorient pretti sure regular go,0
1035,sorri think neg thing,0
1036,how place got extra star it five star four,0
1037,realli could find fault noth,0
1038,the basin seem clean enough it difficult drain water basin,0
1039,the shower half clean window curtain window dirti,0
1040,could differ tea bag room,0
1041,as alway price breakfast far expens there sever place nearbi eat sensibl price,0
1042,we heard neighbor bathroom night,0
1043,just love,0
1044,in earli morn sleep interrupt buzzer speaker desk i know happen the air condit keep right temperatur,0
1045,hard find taxi entranc get bag stair bit tricki staff happi help,0
1046,no neg,0
1047,all good breakfast expens bed horribl water hot shower likewis bedroom clean,0
1048,we take overpr breakfast instead went cafe step away,0
1049,the room corridor much hot howev i abl lower temperatur room there absolut noth els complain a love hotel,0
1050,there full length mirror room we go event could done addit magnifi mirror put eye makeup,0
1051,unfortun safe unlock tri drill hour stand anymor told take away return content safe avail i get breakfast daughter husband free,0
1052,wardrob big room nice sofa zone use leav stuff end ok,0
1053,i realis good accommod expens central london neverthelessi feel hotel somewhat costli we room rate i cannot comment breakfast dinner breakfast readili avail within short stroll hotel,0
1054,just littl pricey would like spend extra day mayb need book earli get good deal,0
1055,we good experi restaur problem kitchen half set menu unavail altern offer servic slow one hour half burger risotto pie,0
1056,i think anyth could improv,0
1057,all minor issu the locat room good howev i expect shower bath room when check choic either bath shower massiv deal there also note say complimentari howev item miss also morn three time door knock room clean well check time one open door come room still bed sleep,0
1058,the food order hotel restaur avail we ventur eat instead,0
1059,sever option even menu avail even ran chip,0
1060,the smart tv connect internet so i connect phone tablet kind defeat point smart tv also view room pretti much wall ran alongsid build ground floor realli expect much els,0
1061,no neg,0
1062,realli fault,0
1063,we brought friend dinner discov limit choic menu although compens,0
1064,no neg,0
1065,room smelt littl smokey towel smell fresh slightli musti my room breakfast pancak went hard i cut make think zap make hot,0
1066,wa told extra per night charg get back end stay go back bank day thi need brought peopl attent arriv,0
1067,while staff outstand perform well e g jesu other staff rude level i recommend hotel network,0
1068,no neg,0
1069,we chose declin breakfast overpr london much offer come food pillow chunki,0
1070,all good,0
1071,i understand continent breakfast setup my room includ breakfast a weetabix pastri tea end cost pound,0
1072,no full length mirror bedroom breafast qualiti could better servuc lack,0
1073,be realli realli picki space desk lay cosmet sit make comfort rather use bathroom mirror,0
1074,room hot even air con could put degre,0
1075,i bought drink bar waiter servic still tri add servic charg they happi i queri ask money back light lunch snack averag overpr,0
1076,mayb bit choic breakfast alreadi egg want,0
1077,no neg,0
1078,in ideal world hotel would bit closer tube station although minut walk away,0
1079,we put disabl room bath,0
1080,no neg,0
1081,check ladi quit abrupt first impress spoil instantli doubl room book via site got told arriv advis doubl bed avail i room two singl disappoint number two hope comfi sleep gone ac unit room make loud click nois faulti stat occasion bose dock station suitabl iphon still exist there sign bath mat bathroom bath mat at price rang somewhat disappoint experi,0
1082,my room opposit lift quit noisi ideal tri work would good slide door entri area bedroom could close minimis outsid sound,0
1083,heat turn degre room check bit warm,0
1084,bubbl bath,0
1085,room face wall,0
1086,i disappoint sofa armchir room depict room descript the view offic meter window the price room servic,0
1087,need put milk tea bag room i find problem stay hotel the room clean coupl hair bath probabl cleaner i didn t make fuss wash away could tell room spotless everywher els mistak bath clean,0
1088,noth,0
1089,wa difficult see afar hotel had liter close realis yoi right place,0
1090,in area around hotel nowher open breakfast when ask mainli commut work area end abl get breakfast apex hotel fault may i add advic would plan near hotel definit book breakfast apex the concierg also littl rude unhelp not big issu hotel fault,0
1091,no neg,0
1092,room photo show book we book superior king room balconi descprtion photo show room size sofa we given room floor room small abt one bed littl stand space besid bed sofa balconi like photo shown where u dinner balconi stand space,0
1093,one staff member recept bit trite queri photo id requir second time check earlier day,0
1094,the ac keep room cool day even shade about tv channel work due weak signal onli one elev bank guest walk higher number room there lift staff,0
1095,noth,0
1096,no neg,0
1097,there realli anyth dislik hotel,0
1098,regular custom apex citi london hotel they know i return custom upon arriv breakfast includ room,0
1099,the room i given smaller shown i reserv onlin immedi ask upgrad pay get bigger one the room view corpor offic i open window privaci insid room alway light mode,0
1100,no neg,0
1101,the room warm overnight despit aircon set lowest possibl temperatur,0
1102,the restaur big enough cope demand wait tabl becom free,0
1103,no neg,0
1104,no neg,0
1105,staff super friendli doorman impati border rude,0
1106,no decaff tea bag one packet biscuit room,0
1107,seem matter fact recept lack warmth didn like smoker balconi next mine,0
1108,locat ok lot place shut weekend much right doorstep,0
1109,oddli i place disabl room problem nice see great facil may less mobil,0
1110,noth,0
1111,noth,0
1112,it excel hotel round noth complain,0
1113,we even meal menu chang sinc last visit,0
1114,the nois souproof gener special insid entranc door close bed,0
1115,breakfast chaotic slow keep ask miss item definit b team day wa better previou stay,0
1116,the realli long wind corridor lead room singl person bit spooki walk room late even,0
1117,book room told would sofa bed didn expect comfi bed also expect excruciatingli uncomfort no sleep prepar long drive home also notic bed sofa bed readi bed quit late hour wait brought a bit disappoint long day,0
1118,enjoy,0
1119,onli small bottl water left per day room never complimentari snack pringl jelli bean night stay,0
1120,when book photo saw couch room room one actual problem i prefer empti space also smoke room hotel might great visitor sinc i travel often london problem winter month,0
1121,none,0
1122,staff recept help nore friendli besid wait minut get drink bar waiter never came go bar poor servic compar hotel rank,0
1123,noth improv wish i could stay longer,0
1124,we chose expens hotel photo book com seem show rooftop restaur view london realli look forward sit even meal when arriv told roof restaur although admit previous guest expect the restaur indoor ground floor adjoin courtyard ground floor the photo seen terrac one penthous suit show tabl chair food we realli disappoint felt advertis mislead,0
1125,noth,0
1126,the coffe bit weak small shortcom context,0
1127,no neg,0
1128,staff rude pleasant deal recept i also call hous servic cup given one room i spoke rude man told call housekeep give extens number onc i call recept said would call hous servic i still receiv cup perhap individu member staff mention begrudgingli feel duti p also use public comput recept printer work not much point view perhap mainten in summari great stay i would stay remind hotel smile goe long way,0
1129,area quiet weekend shop close financi area still min walk convent garden issu room minut walk recept get room side recept,0
1130,locat busi district thu fair distanc walk attract restaur limit view,0
1131,can think anyth pleas everyth,0
1132,veri poor front desk servic morn left we receiv wake call order late leav airport i attempt get help front desk staff uninform transport option heathrow basic piec knowledg hotel staff london we end taxi took hour due bike race nobodi hotel seem awar either cost if london awar hotel busi district mani surround restaur shop close saturday we walk covent garden pretti much everyth,0
1133,no neg,0
1134,can find fault anyth love,0
1135,room readi us check the front desk staff dealt us cold imperson no sens person individualis servic,0
1136,access bar difficult corpor event understand consid qualiti hotel realli low point minor inconveni,0
1137,access terribl hotel babi buggi nightmar us enter exit hotel ramp lot step hotel big room corridor like maze one lift one next broken fix day hotel go long way maze like corridor front desk also rude check i problem credit card staff help act rude,0
1138,housekeep wash use cup chang duvet cover clean arriv drop spoon made coffe stain,0
1139,milk gone room facil plu one packet biscuit us staff seem unabl activ second keycard room one pair complementari slipper instead two not enough vegetarian option restaur menu,0
1140,as,0
1141,two adjac room request upon arriv one readi,0
1142,room look offic block strong smell clean fluid room staff gave us anoth room without hesit,0
1143,locat still central,0
1144,no neg,0
1145,a bit mean tea coffe milk etc the outsid seat area busi get tabl even,0
1146,noth,0
1147,bar food price london whole citi rip,0
1148,no neg,0
1149,it would nice waiter bring breakfast room friendli staff,0
1150,the light pretti dark room light would go long way instead lamp,0
1151,enter hotel involv cross open courtyard negoti number step as rain arriv got wet uncomfort carri suitcas step,0
1152,they gave barrier free room comfort expect view wrack street corner i felt bit disappoint view rather high price,0
1153,detail restaur menu room might encourag us use ate,0
1154,noth could better everyth excel,0
1155,no neg,0
1156,skimpi tea biscuit coffe tray no open window bit pricey compar similar london stay,0
1157,noth,0
1158,we chang room easili done quickli without hassl air condit work,0
1159,no neg,0
1160,noth complain,0
1161,cannot think anyth,0
1162,my self wife came london weekend birthday celebr on arriv one staff member rude ask us passport look asian born uk explain she carri ask us passport even told british passport she ask long countri veri rude discriminatori spoilt weekend we use holiday inn mani time never use feel strongli submit formal complaint onlin review regard mr surj dhami,0
