,review,sentiment
1138, Housekeeping didn t wash used cups didn t change duvet cover was clean on arrival dropped spoon and made a coffee stain ,0
1139, Milk had gone off in room facility plus only one packet of biscuits between us Staff seemed unable to activate second keycard for room and only one pair of complementary slippers instead of two Not enough vegetarian options on the restaurant menu ,0
1140, As above,0
1141, Two adjacent rooms were requested Upon arrival only one was ready ,0
1142, Room looked over by office block Strong smell of cleaning fluid in the room Staff gave us another room without hesitation,0
1143, Location for me but it is still very central ,0
1144,No Negative,0
1145, A bit mean with tea coffee milk etc The only outside seating area was very busy we couldn t get a table in the evening ,0
1146, Nothing,0
1147, Bar and food prices but then it is London and the whole City is a rip off ,0
1148,No Negative,0
1149, It would be nice if the waiter who brings the breakfast to the room was as friendly as all the other staff ,0
1150, The lighting was pretty dark Room lighting would go a long way instead of a lamp ,0
1151, Entering the hotel involved crossing an open courtyard and negotiating a number of steps As it was raining when we arrived we got wet and it was uncomfortable having to carry suitcases up and down steps ,0
1152, They gave me the barrier free room which was not as comfortable as expected View on a wracked street corner so I felt a bit disappointed in view of the rather high price ,0
1153, Details of the restaurant menus in the room might have encouraged us to use these as it was we ate out ,0
1154, Nothing could be better everything was excellent,0
1155,No Negative,0
1156, Skimpy with the tea biscuits coffee tray No opening window Bit pricey compared with other similar London stays ,0
1157, Nothing at all,0
1158, We had to change rooms which was easily done and quickly without a hassle because the air conditioning was not working ,0
1159,No Negative,0
1160, Nothing to complain about here ,0
1161, Cannot think of anything,0
1162, My self and my wife came to london for a weekend birthday celebration On arrival one of your staff members rudely asked us for our passports just because we look asian we were both born in the uk and explained this She then carried on asking us for our passports even after we told her we have british passports She then asked how long we have been in the country Very very rude discriminatory spoilt our weekend We have used holiday inn many times before but will never use it again we feel very strongly about this will be submitting a formal complaint online review REGARDS MR SURJ DHAMI ,0
1163, The place is designed by someone who thinks design is more important than comfort By the end of the trip I found the walk along the very long corridor to my room was almost painful The room was ridiculously dark It was a big room but with one small window For that reason alone I would never stay there again The air conditioning could not be turned low enough to make a difference Almost every night I was woken up because it was too hot to sleep even on top of the bed The staff did not say hello to me once and I was there for five nights The cost was extortionate given the pleasantness of the facility But it was then suggested to me that I had taken things out of the minibar which was untrue Not to be repeated ,0
1164,No Negative,0
1165, Kippers they forgot our order and when they came they were very small and dry Try Loch Fyne kippers Best not to have kippers on the menu if they are not up to standard ,0
1166, Only tiny issue the internet was slow and the firewall prevented me from remote access to my server which was based in London not that far away so that was a major inconvenience as on my last day I had to work ,0
1167, Bar prices but that s London for you ,0
1168,No Negative,0
1169, Can t really think of anything,0
1170,No Negative,0
1171, For 3 days straight I found the staff dumped my cloths on the floor luckily with the cloth clean bag The room cleaning did not reach the standard level of services ,0
1172, Laundry dry cleaning rates Whilst service and product is excellent the cost seems much too high ,0
1173, Nothing,0
1174, The breakfast and drinks at the bar were quite expensive we went to a place around the corner and got breakfast for 2 people for under the cost of 1 person at the hotel,0
1175, Too little wardrobe space No chest of drawers in the room only two very small drawers Lighting in the bathroom could have been better No where to put toiletries in the shower,0
1176, Absolutely nothing,0
1177, Expensive breakfast stairs in front of the hotel made it very inconvenient to disabled people and guests with heavier luggage,0
1178, Did not have enough time to appreciate all of the hotel facilities ,0
1179,No Negative,0
1180, No FOX news or CNBC on TV these are important channels for US visitors Big selection of international channels from other countries Wish there was ice machine on floor for convenience,0
1181, There was a bit of a wait for some at breakfast This is being super picky though as genuinely hard to find any fault at all ,0
1182, The breakfast was expensive but we wanted to explore and so brunched out while we were there ,0
1183,No Negative,0
1184, We asked for an invoice of the stay on departure and was told it would be emailed to us days later still nothing so I called the hotel and asked again they repeated my email to me and said it would be done right away 2 weeks later still nothing at all I think they ve over charged me for something and with them not wanting to get caught out that s why their withholding the details of my bill ,0
1185, I sleep warm and I couldn t get the room cool enough but that s minor ,0
1186, All good ,0
1187, There wasn t anything we didn t like ,0
1188, I stayed on a Sunday night and paid a very good rate for this quality of hotel but expensive during the week ,0
1189, I couldn t fault it at all,0
1190, There was nothing to fault ,0
1191,No Negative,0
1192, The ONLY down point I have on the hotel is the heat in the room at times was very very high I understand the weekend we visited London was very warm but the air con could be reviewed to allow lower temperatures ,0
1193, I found the breakfast a bit too expensive but the service was great ,0
1194, Limited views but not an issue for us as it s not located for that and we were out most of the day and evening ,0
1195, Nothing everything was spot on ,0
1196, Breakfast was very expensive,0
1197, Am struggling to think of any negatives In fact I cannot think of any at all ,0
1198, Bar prices a little steep ,0
1199, Breakfast prices might be reduced,0
1200, When staying in a deluxe room guests have use of the Club Lounge except in our case due to the free upgrade I thought this was a bit mean spirited Also we were awoken at 8 20am on our last morning by maintenance but reception staff were unsure why however they offered us a free upgrade with their sincere apologies the next time we book with them,0
1201, None,0
1202, The wash basin in our bathroom was obviously partially blocked and took several minutes to drain It wasn t a major problem and we reported it on departure Whilst the restaurant was fine for breakfast it looked rather boring for dinner so we ate out every night ,0
1203,No Negative,0
1204, Nothing ,0
1205, Wifi was weak needed a comfy chair in the bedroom needed adjustable lighting so you don t disturb each other room looked out onto walls windows of other rooms dark and no view at all ,0
1206, No complaints,0
1207, bed could be a little softer possibly with a topper ,0
1208, Was approx 10 minute walk to closest tube station because its equally distanced between Temple and Black Friars stations Could just be me being lazy though ,0
1209, view the views featured in the glossy information where not visible from our rooms One had an ok view of the courtyard area but he other was the view of an unfished building project not much else ,0
1210, N A,0
1211,No Negative,0
1212, Over priced it is a nice hotel but facilities and offering is not validating price charged This time I was lucky and get very good offer on the price via booking com I will be coming back every time when I m able to secure such price Breakfast is disappointing ,0
1213,No Negative,0
1214, Absolutely nothing,0
1215,No Negative,0
1216, Booked without breakfast but decided in the evening to opt for breakfast Were told when we booked in we could pre order any time but when we went to the desk in the evening we were told we should have ordered it when we booked in and that it was too late now to get the special offer so we ended up having to pay the full price Conflicting information from the staff ,0
1217, Food drink was delicious but a little pricey,0
1218, There is absolutely nothing that we didn t like ,0
1219,No Negative,0
1220, The breakfast is expensive ,0
1221, Room did get very hot during the night had to get up to put on air con Wifi is not super speed as stated in fact I couldn t log on at all for our two night stay ,0
1222, An extra 30 charge I m still to work out for what The additonal 30 Wasn t on my receipt at checkout Would be very disappointed to learn an additonal charge had been added for the 10 mins or so we went into the club lounge upon checkout Especially when we thought it was very hospitable of them to let us gather our thoughts as we were rushing at checkout ,0
1223, My one experience in the dining room was not great I ordered a cheese omelette server brought ham omelette horrifying this vegetarian ,0
1224, All night menu could have had better quality choices ,0
1225,No Negative,0
1226, Would have liked an Easter Duck to go with our christmas duck Parking is quite a distance from the hotel However very good rate Would be nice to have the option of valet parking ,0
1227, Breakfast was great but wasn t buffet style which I prefer but that s the only minimal thing I could think of everything else was amazing and would recommend this highly,0
1228, Nothing could be improved Our stay was excellent ,0
1229, Breakfast staff were aloof and unhelpful ,0
1230, There is nothing I would criticise the hotel for ,0
1231, The only thing for us was the location as we are not familiar with London We found it quite difficult to find Other than that we couldn t have asked for anything better ,0
1232,No Negative,0
1233, Nothing of note ,0
1234, Room backed into another building and thoroughfare Lack of privacy so had to keep the curtain closed,0
1235, elephant wonderful but the cow is not needed ,0
1236, The bin men came a little later on a Sunday morning but hey we were in central London its noisier in 5 hotels Certainly not the hotels fault ,0
1237, 24 hour bar service would be good but I can t really fault anything we had a brilliant stay ,0
1238, It would be nice if it was a bit cheaper ,0
1239, There is a definite problem with the smoking ban for those who smoke one has to walk all the way through those corridors to smoke outside There has to be a better option available either a special smoking area inside the hotel or the availability of rooms for smokers ,0
1240,No Negative,0
1241, Room not set up well for using mirror at desk for make up hair as poorly lit and too far from sockets to use blow dryer provided in room Since staying over for a night out with friends these little things would have been nice ,0
1242, Did not take breakfast but expensive,0
1243, Nothing ,0
1244, Too hot everywhere Air conditioning system in the bedroom was difficult to manage tried to set it at 19 degrees but it seemed to jump back to 24 ,0
1245, Breakfast too expensive so ate elsewhere ,0
1246, too expensive for me most of the time ,0
1247, There was nothing not to like ,0
1248,No Negative,0
1249, Receptionist stand offish and rude on arrival however I would visit again the positives by far outweigh the negatives ,0
1250, Tea and Coffee facilities were good but not excellent These places never leave enough milk in the rooms This is the worst thing I can say about the hotel and it s not even that bad ,0
1251,No Negative,0
1252, Would be nice to have a pool and spa facilities and no views,0
1253, Nothing we loved our stay ,0
1254, Wish we could have stayed longer Shame the room didn t have a view but didn t matter for one night ,0
1255, I would of loved to of stayed another night or two ,0
1256, We had late night drinks and noticed all others had complimentary nibbles We didn t get any and over 10 for 2 beers it would have been appreciated ,0
1257, There was no table and chairs on the balcony and only 1 plastic chair in the corner of balcony In a double room you d expect there to be 2,0
1258, Not sure bar a little expensive compared to other similar venues ,0
1259, Only a one night stay ,0
1260, The room itself was clean and of a good size but lacked in any form of character It felt like a place for business rather than somewhere you would go for lesiure It was a stereotypical hotel room very basic design art on the walls you d expect to be in every other room no character or unique qualities The view from our room was also dissapointing a concrete wall It made the room very dark However not all rooms can have a view and that is understandable In this instance I was after something more romantic but for those who aren t this hotel is perfect and cannot be faulted for its cleaniliness and quality of staff ,0
1261, The maid coming into my room on both mornings at 0930 when mentioned to desk on checking out it was meet with minimal empathy,0
1262,No Negative,0
1263, Room was directly opposite an office that could see in our room ,0
1264, Breakfast overcooked expensive and tried to add service charge removed when I complained Not easy to get to by tube ,0
1265,No Negative,0
1266, Pillows to soft and room service to keen Woke us up by barging into our room twice in the morning ,0
1267, the water boiler for preparing the tea was in a cabinet When we moved on the table to prepare the tea outside the cabinet the fire alarm went on The personnel recommended us to always boil the water in the cabinet ,0
1268, Nothing,0
1269, We paid extra to use the club lounge but they didn t provide spirits which was disappointing as you have to drink a lot of beer and wine to justify 25 It was the only bar part of the break ,0
1270, The executive lounge was a let down and I would not pay the extra to access this facility again ,0
1271,No Negative,0
1272, The only thing was that I had asked for a piece of chocolate cake with 2 candles a 3 and a 0 and was promised that it would be taken care off but when we arrived at the hotel I was told that there is no chocolate cake and that they dont have candles A bit dissapointed there cause I would have taken care of it if not promised otherwise ,0
1273, nothing,0
1274, They forgot to service room and had to be called late afternoon Even then they failed to clear a drinks tray,0
1275, The Club lounge was good for breakfast however not up to much for the remainder of the day no spirits Canap s or snacks only beer and mixers and water,0
1276, I still found the hotel a little on the expensive side Also not a big thing but if you re going to have a Bose sound dock in the room there s no point in it only being compatible with outmoded iPods iPhones ,0
1277, Expensive breakfast price ,0
1278,No Negative,0
1279, Bathroom too cold and not heated Towel bar heated but only when room key is inserted Also a little surprised by the Club Room no snacking possibilities No English beer ,0
1280, The price is steep It is quite luxurious but maybe not 200 a night luxurious ,0
1281,No Negative,0
1282, Not a single thing ,0
1283,No Negative,0
1284, Breakfast was quite expensive and wasn t included in the room price They also added 12 5 service charge which for a self serve buffet seemed excessive although good choice of food and tasty,0
1285,No Negative,0
1286, Nothing everything was just right ,0
1287,No Negative,0
1288,No Negative,0
1289, Nothing to report,0
1290, There wasn t any information prior to dining to inform us only the New Year s Eve dinner menu was available However our request was promptly dealt with and we were able to choose from the a la carte menu ,0
1291, Nothing we didn t want to leave ,0
1292, Children in the club lounge however hotel adjusted bill when commented on,0
1293,No Negative,0
1294, Service is really poor in this hotel Very expensive for low value services For same price you can find something better in the same location There is a bar in the main lobby the team is inefficient and not friendly at all ,0
1295,No Negative,0
1296, Nothing maybe i would have loved to have a bath tub but the shower is good,0
1297,No Negative,0
1298,No Negative,0
1299, I know this is London and an extremely nice hotel but it is very expensive ,0
1300, The bed was uncomfortable the bath was not able to be emptied due to a faulty waste system and perhaps most disappointing was the club lounge which only served drinks with no snacks One of the fridges was broken and the coffee machine was temperamental A poor experience compared to the Hilton or other equivalent lounges I wouldn t have minded that much but I purposely opted for the more expensive room with lounge access ,0
1301,No Negative,0
1302, Rude reception staff at check in Rooms were not ready and we had to wait in one room for 45 mins then when we enquirer where our other 2 rooms were going to be ready we were told not yet when we were eventually given our rooms they were not fully serviced and once used the key card would not work but apart from the check in the hotel was great,0
1303, We were unable to check in when we arrived and had to wait until half 2 by which time we were off to the ballet and did not arrive back at the hotel until 6 o clock However being the weekend before Christmas I can understand the hotel was very busy and the staff were as helpful as they could possibly be ,0
1304, Nothing ,0
1305, There was a big problem the staff apologized and I was to have received a refund of some money but I never did aThe issue was stressful I would not return,0
1306, The standard room was small perhaps one of the more expensive ones would have been better You literally could just walk around the edge of the bed Breakfast was very expensive We didn t bother just 5 minutes walk along the road was Pret where the price was a quarter as much ,0
1307, Nothing,0
1308,No Negative,0
1309,No Negative,0
1310,No Negative,0
1311,No Negative,0
1312, It s not really a bad experience but I did find a pair of socks from the previous guests in the corner of the bedroom There was also an awareness of noise when the outside door was opened and closed so I would request a different room next time ,0
1313, Nothing would happily stay in any Apex property and now considering a stay in Edinburgh,0
1314, Dinner in restaurant was okay but little too expensive also breakfast was quite expensive many caf s around can t recommend Garfunkels near St Pauls quite far from underground if carrying a suitcase but bus stop in front,0
1315, Ok not major moans but Far too hot in main areas halls but room has thermostat to cool it down Restaurant wasn t good just about ok Food a little cold and too pricey for what is was ,0
1316, Breakfast was a little over priced but we did get a 25 discount ,0
1317,No Negative,0
1318, Expensive but this caliber of hotel in this location are all very expensive and relatively speaking this venue provides good value ,0
1319, We paid 39 for the day for car parking but when we asked the concierge we were told that the hotel had discount parking 3 mins away Why don t they advertise this A van parked outside outside our bedroom and left the engine running which was bad ,0
1320, We couldn t check in with two attempts even at 2 45pm which meant because of our own other plans we did not get access to room until gone 9pm Although we had a complimentary upgrade we could not make full use of the facilities and enjoy this lovely hotel fully ,0
1321,No Negative,0
1322,No Negative,0
1323, Parking there isnt any the parking is about half a mile away The hotel could do with valet parking services ,0
1324,No Negative,0
1325, The walk from the nearest underground It s not really that far but I m pregnant so I struggled a little bit,0
1326,No Negative,0
1327, I just don t think a room without breakfast is worth 269 I suppose the problem is that if people will pay it you can charge it ,0
1328,No Negative,0
1329, Bathroom smelled soooo bad Like a dead rat un the pipes And at 9h in the morning cleaning lady entered the room while I was still asleep what the hell ,0
1330, Breakfast is quite pricey but lovely,0
1331, Breakfast in the morning is not very well organized Could wait more than 30 min before getting your english breakfast,0
1332,No Negative,0
1333,No Negative,0
1334, We found the mattress a bit stiff have doubled the topper that helped Minor points Only one hook in bathroom we needed more Lights in cupboard fine but why no lights in tea coffee cupboard We could hardly see what we were doing with the hot water ,0
1335,No Negative,0
1336, The only drawback no parking But there is a public car park 15 minutes walk from the hotel In the preliminary correspondence with the hotel we received very polite and detailed instructions on how to find parking Special thanks to the staff for it ,0
1337,No Negative,0
1338, Hotel clearly had issues at breakfast and couldn t cope at busy times with several guests waiting 45 mins for their cooked breakfast However hotel didn t charge and sent a quick email apologising,0
1339,No Negative,0
1340, As in most hotels it is hard to see adequately in the mirrors to put on make up or for my husband to shave A very common fault ,0
1341, Only one european style 220 Volt electricity plug however Adapter would have been available ,0
1342, Expensive glass wine but you pay for the location Not a problem,0
1343, Slightly further away from tube stations but good bus links and ttaxis,0
1344,No Negative,0
1345, Very few cons Entry from street was how we entered initially Not best with luggage Rear court entry hard to find was better Some cabs knew some did not Also lack of hooks in entry or bath made for sleek look at some loss of function ,0
1346,No Negative,0
1347,No Negative,0
1348, Breakfast is very expensive 21 12 5 even if compared to hotels like the Househorse Guards where it costs some 18 for a richer variety of products a more comfortable restaurant and a more personnal service It s better to go to Balthazar or even a Starbucks where you feel you re paying for what you get ,0
1349,No Negative,0
1350, The bed wasn t the most comfortable and the room was fairly small for the price we paid ,0
1351, Breakfast in bed was expensive and was almost cold by the time we ate They forgot the orange juice ,0
1352, A computer glitch caused double holds to be placed on my credit card for my stay However the staff responded quickly to attempt resolution of the issue ,0
1353, The pillows are super thick so if you prefer thin pack your own ,0
1354, The restaurant and bar are expensive Not much to do in the immediate area at the weekend but the West End and Thames are just a short walk away,0
1355, The grubsrew that secures the tap faucet to the Tap mixer unit was missing and was only discovered to be missing when the tap was used and water pressure then pushed the faucet off the mixer tap base this was reported to reception on Sat Sun and Monday morning still no fix before check out amusing the first time you flood the bathroom and take a cold shower More amusing when the second time it is not you who gets wet Definitely not amusing when it happens a third time because maintenance cannot fix the faucet only push it back on ,0
1356, Only minor thing was room wasn t ready 2 hours after we could have checked in We then waited another hour with a complimentary drink it didn t detract from our stay but if we had waited 3 hours it would have time from check in to room ready ,0
1357, The only issue we had was finding the hotel via our taxi drivers Do a little research on the location beforehand to help your taxi driver out ,0
1358, Menu breakfast not included and expensive visit to Gafunkals Cafe 2 min walk was a great alternative ,0
1359, Nothing ,0
1360, The only tiny issue I have is that there is no green tea available in the room without having to call room service ,0
1361, No milk for tea making but it didn t really interfere with the great stay we had ,0
1362, Nothing,0
1363, I wish we could have stayed longer ,0
1364, Nothing,0
1365, nothing,0
1366, Ridiculous service charge at bar even though you go to bar and get your own drinks and take them to your own table Reason being that waitress did not understand order for bottle of wine even pointing it out on menu ,0
1367, Nothing ,0
1368, Expensive Restaurant lacked any character,0
1369,No Negative,0
1370,No Negative,0
1371, Breakfast was decidedly mediocre given how excellent everything else was Certainly wouldn t pay extra for this next time ,0
1372,No Negative,0
1373, The room on the first day was a mile away from the lifts however on the second day another room was found where we did not have to walk so far ,0
1374, Breakfast could have been better organised with a few extra staff although the hotel appeared to be fully booked and therefore was very busy A few items were unavailable on Sunday due to shortages The breakfast itself was great and the staff impeccable ,0
1375, Nothing not to like second time we have stayed here ,0
1376, Nothing,0
1377, I believe daily rate differentials should be advised to customers not after the fact,0
1378,No Negative,0
1379, I cannot think of anything ,0
1380, bathroom had a bit of mold in the shower,0
1381, Breakfast service a little spotty perhaps understaffed ,0
1382,No Negative,0
1383, The shower did not have sufficient pressure ,0
1384,No Negative,0
1385, Instant coffee in the rooms Yuck ,0
1386, Nothing,0
1387, Nothing,0
1388, everything was good,0
1389,No Negative,0
1390,No Negative,0
1391,No Negative,0
1392, Breakfast quite costly and Buffet breakfast should be included in price,0
1393, room s small,0
1394, Disappointed we asked for up grade but not available,0
1395,No Negative,0
1396, No car parking,0
1397,No Negative,0
1398,No Negative,0
1399, Temporary noise due to inner court entertainment banging doors,0
1400,No Negative,0
1401, Staff are cold and unfriendly,0
1402,No Negative,0
1403,No Negative,0
1404, Having to pay another 20 each if we wanted breakfast,0
1405,No Negative,0
1406, Not enough tea bags in the room ,0
1407,No Negative,0
1408,No Negative,0
1409,No Negative,0
1410, Service at the restaurant is slightly slow ,0
1411, Service at breaakfast,0
1412,No Negative,0
1413, There was no lift security anyone could wander in ,0
1414, The air con did not work well so the room got a little warm at night ,0
1415,No Negative,0
1416, Food and drink are overpriced ,0
1417,No Negative,0
1418,No Negative,0
1419, Nothing,0
1420, Pillows were big but somewhat solid hard The pancakes at room service breakfast were hard around the edges ,0
1421,No Negative,0
1422, Nothing,0
1423, The breakfast was a little bit disappointing for the price,0
1424,No Negative,0
1425, Dinner was very average Room was very hot and the a c did not work ,0
1426,No Negative,0
1427,No Negative,0
1428,No Negative,0
1429, Breakfast was expensive,0
1430,No Negative,0
1431, Nothing all good,0
1432, The bed could have been more comfy the standard of the hotel overall was brilliant but the bed disappointed ,0
1433, nothing,0
1434, iPod docking station is out of date old connection slot ,0
1435, The price ,0
1436, Breakfast not included,0
1437,No Negative,0
1438,No Negative,0
1439,No Negative,0
1440,No Negative,0
1441,No Negative,0
1442, To say something the wardrobe in our room was very small ,0
1443, Comfy chair in the room ,0
1444, Breakfast was not included in the price ,0
1445,No Negative,0
1446,No Negative,0
1447, Room was too warm,0
1448,No Negative,0
1449, Staff at bar noisy when wanting a relaxing drink Air conditioning unit was noisy ,0
1450, Hard to find something wrong Breakfast not included in price,0
1451, Nothing,0
1452,No Negative,0
1453, nothing,0
1454, Nothing ,0
1455, To be honest nothing ,0
1456, Room too hot,0
1457, Tiny portion club sandwich room service Small food portions in general room service ,0
1458, A nightlight in the bathroom,0
1459,No Negative,0
1460,No Negative,0
1461, The weather but that s not their fault,0
1462, Nothing,0
1463, Breakfast if you do not take the buffet it is very slow,0
1464,No Negative,0
1465,No Negative,0
1466,No Negative,0
1467, Breakfast not worth the price Limited choice at buffet ,0
1468,No Negative,0
1469, Very little closet space for two people 5 hangers between us for 6 nights,0
1470,No Negative,0
1471, Far from the tube,0
1472, Room was pretty small and no sofa as there was supposed to be,0
1473,No Negative,0
1474,No Negative,0
1475,No Negative,0
1476, Heater didn t work for most of our stay ,0
1477, Nothing,0
1478,No Negative,0
1479, More milk and teabags swiftly fixed by staff ,0
1480, The room and staff were forts class,0
1481,No Negative,0
1482, Nothing that I experienced,0
1483,No Negative,0
1484, Fresh milk would be good in bedrooms,0
1485,No Negative,0
1486,No Negative,0
1487, Breakfast was a bit hit and miss and expensive,0
1488,No Negative,0
1489, They did a mistake but thier attitude was not enough to me and around hotel there are few resturant open until night,0
1490,No Negative,0
1491, not much,0
1492, Nothing to report ,0
1493, none,0
1494, Pricing of food and additional charges,0
1495,No Negative,0
1496, Staff not particularly friendly,0
1497, Nothing I could think of,0
1498,No Negative,0
1499,No Negative,0
1500,No Negative,0
1501, Staff were difficult to locate when wanting to order drinks etc in bar on multiple occasions,0
1502,No Negative,0
1503, Very expensive but it was NYE,0
1504,No Negative,0
1505,No Negative,0
1506, Breakfast not a value for money ,0
1507,No Negative,0
1508, Nothing,0
1509,No Negative,0
1510, Nothing really,0
1511, Breakfast plates could be warmed,0
1512, N A,0
1513,No Negative,0
1514, bed little hard,0
1515, N a We love this hotel ,0
1516,No Negative,0
1517, The room was smaller than expected so seemed expensive for what it was ,0
1518, Nothing,0
1519,No Negative,0
1520, breakfast too expensive poor coffee,0
1521, Hard to find entrance when arriving w bags ,0
1522, No hair dryer in the bathroom,0
1523,No Negative,0
1524, The room was a little dark,0
1525,No Negative,0
1526,No Negative,0
1527,No Negative,0
1528,No Negative,0
1529, Very busy for breakfast at 9 30 ,0
1530,No Negative,0
1531,No Negative,0
1532, Breakfast was expensive,0
1533,No Negative,0
1534, Bar was expensive Would of bought more had it of been cheaper,0
1535, I don t think there was anything ,0
1536, 8 service charge added for drinks ,0
1537,No Negative,0
1538, Bar snacks grim Bar staff a little surly ,0
1539, Maybe a larger dinner menu ,0
1540, Stair case needs upgrading to match the rest of the hotel,0
1541, The kippers for breakfast were dreadful ,0
1542, The bar pricing and the breakfast pricing seemed a little steep even for central London,0
1543,No Negative,0
1544,No Negative,0
1545, Breakfast was expensive ,0
1546, Nothing,0
1547, Breakfast was very expensive and not the nicest ,0
1548,No Negative,0
1549, Lack of atmosphere in restaurant and bar,0
1550,No Negative,0
1551, Early check in is not possible approx 2 hours early Only one chair in double room in a such Luxurious Hotel ,0
1552, Nothing,0
1553, I could heard my neighbors above me but my friends had better experience Beside that it was great Friendly staff,0
1554,No Negative,0
1555,No Negative,0
1556, Nothing,0
1557, ordered full english breakfast to room but came with no toast or bread on side wasnt asked at time of order ,0
1558, How there was no aux cable but a speaker in our room and how free wifi wasn t working,0
1559, No parking,0
1560, No Fresh milk in the fridge just UHT Pots,0
1561,No Negative,0
1562,No Negative,0
1563, Slightly overpriced,0
1564, Very expensive breakfast,0
1565, Impersonal check in staff,0
1566, N a,0
1567, Nothing ,0
1568,No Negative,0
1569, Very expensive for nothing special except location,0
1570, Going back to work at the end of my stay ,0
1571, Nothing,0
1572, They could do better in the Club Lounge ,0
1573,No Negative,0
1574, Room to hot asked for top floor and got ground floor room ,0
1575,No Negative,0
1576, Nothing,0
1577,No Negative,0
1578, The price not including breakfast We only stayed because meeting family Not value for money ,0
1579,No Negative,0
1580, a bit noisy,0
1581,No Negative,0
1582,No Negative,0
1583,No Negative,0
1584, Room could have been a little larger but this is London ,0
1585, Have no complaints ,0
1586,No Negative,0
1587, No air conditioning but weather was good so not as big a problem as could have been ,0
1588, Location isn t the most interesting as its in a business area ,0
1589, Just wish it was a little cheaper ,0
1590,No Negative,0
1591,No Negative,0
1592, Hotel address was hard to find with a GPS,0
1593,No Negative,0
1594, Not one thing ,0
1595, Breakfast a bit expensive,0
1596, room was comfortable but very small even by London standards ,0
1597,No Negative,0
1598, Food a little expensive,0
1599,No Negative,0
1600, Nothing,0
1601, Slightly uncomfortable room at least for 2 people ,0
1602,No Negative,0
1603, No negative comments which is unusual for me ,0
1604,No Negative,0
1605,No Negative,0
1606, The room was a little dark but it was on a lower floor ,0
1607,No Negative,0
1608,No Negative,0
1609, Long corridor walk ,0
1610, Nothing,0
1611, quality and taste of food at the restaurant was ordinary ,0
1612, Nothing,0
1613, To me breakfast could have been of a larger variety,0
1614, Matress was a little on the firm side ,0
1615, Check in desk unhelpful and indifferent Bad introduction to good hotel,0
1616, Pillow,0
1617,No Negative,0
1618, ,0
1619,No Negative,0
1620, Nothing,0
1621, Minor issue was the room being far from the lift But we re young and need the exercise,0
1622, A bit pricey,0
1623,No Negative,0
1624, Nothing,0
1625,No Negative,0
1626,No Negative,0
1627, Not applicable,0
1628, Communication,0
1629, Breakfast wasn t included ,0
1630, Location A bit far from station ,0
1631, I had some difficult to get a taxi due to a location restrict access on weekend ,0
1632,No Negative,0
1633,No Negative,0
1634, Pick up by uber is not convenient ,0
1635,No Negative,0
1636, Liked everything ,0
1637,No Negative,0
1638, Nothing ,0
1639, I did a payment king room but the worst thing was restroom ,0
1640, Problems with key to room,0
1641, The American pancakes are not good value for money and didn t taste that good,0
1642,No Negative,0
1643,No Negative,0
1644, At times difficult to find ,0
1645,No Negative,0
1646, Nothing everything was great,0
1647, Nothing,0
1648,No Negative,0
1649,No Negative,0
1650, Wish our stay had been more than one night ,0
1651,No Negative,0
1652,No Negative,0
1653, Nil,0
1654, It was the most boring room with a depressingly grim sitting area The d cor was drab,0
1655, nothing to dislike,0
1656,No Negative,0
1657, Nothing was lovely Will come again ,0
1658, Breakfast was expensive,0
1659, nothing,0
1660,No Negative,0
1661,No Negative,0
1662, Food OK some noise from courtyard late evening ,0
1663, Having to walk through smokers to get from rooms to reception ,0
1664, Breakfast would have been nice,0
1665, No fan in bathroom,0
1666, Service in the restaurant at breakfast staff not attentive and food only satisfactory ,0
1667,No Negative,0
1668, Restrictions to full breakfast in the Executive lounge,0
1669, bed wasn t too comfy in the junior suite,0
1670,No Negative,0
1671, Evening meal was nice but not spectacular Would recommend eating elsewhere ,0
1672, Nothing I can think of ,0
1673,No Negative,0
1674, food in the evening was poor compared to breakfast ,0
1675, Nothing,0
1676, Nothing,0
1677, No real issues ,0
1678,No Negative,0
1679, A bit expensive but it is a question of choice of course ,0
1680,No Negative,0
1681,No Negative,0
1682, Nothing,0
1683, Nothing,0
1684,No Negative,0
1685, No much variety of TV channels,0
1686, Nothing,0
1687, The prices in the restaurant are steep ,0
1688, Toilet seat was very uncomfortable ,0
1689, Breakfast was average even a la carte Staff in bar was a bit slow ,0
1690,No Negative,0
1691,No Negative,0
1692, Nothing really ,0
1693, Very happy with this hotel,0
1694,No Negative,0
1695, Nothing,0
1696,No Negative,0
1697, My room overlooked the office next door so my room was visible Not a major problem but you asked ,0
1698, Nothing,0
1699,No Negative,0
1700, Couldn t work out how to turn on the heating plus bathroom was cold ,0
1701,No Negative,0
1702, Bar prices expensive,0
1703, Couldnt connect phone to speakers,0
1704, Very expensive breakfast ,0
1705,No Negative,0
1706,No Negative,0
1707,No Negative,0
1708, maybe the snacks could run a little later in the club lounge,0
1709,No Negative,0
1710, Nothing not to like ,0
1711, Bigger bar area,0
1712, Supposed to be free Pringles and Jelly Beans There weren t any in our room ,0
1713, Breakfast should be included at these prices ,0
1714, Nothing really ,0
1715,No Negative,0
1716, Not much cord of hairdryer was a bit short ,0
1717, Better signage for hotel on Fleet street entrance and clearer directions on website ,0
1718,No Negative,0
1719, No complaints ,0
1720, Nothing,0
1721, Upgraded and charged extra overpriced,0
1722,No Negative,0
1723,No Negative,0
1724, The room was extremely cold when we arrived late in the night ,0
1725, Continental breakfast was fine but an omelette was not convincing much too dry,0
